id,text
1.35e+18,"If you have wondered how the #OxfordVaccine works, and how its mechanism of action differs from the #PfizerBioNTech"
1.35e+18,"Sir John Bell, regius professor of medicine at #OxfordUniversity, have said that the super-infectious South African"
1.35e+18,"Iran records 6,073 daily confirmed cases of COVID-19 #Iran #AstraZeneca #Nationallockdown #PfizerBioNTech #COVID19"
1.35e+18,"African countries should have collaborated, and financed research and development for a #COVID19 vaccine, rather th"
1.35e+18,"Another 360,000 doses of the #PfizerBioNTech #coronavirus vaccines arrived in #Poland on Monday morning, the head o"
1.35e+18,"Major General Talal Belhoul Al Falasi, Director-General of the State Security Department in Dubai, receives 1st sho"
1.35e+18,A close confidante of India
1.35e+18,#GOPbarbies #GOPrabies 
1.35e+18,https://t.co/yNGCCQs9kw #war about to begin #iran #usa #coronavirus #rapture #VaccineStrategy #OxfordUniversity
1.35e+18,"#Iran:#Coronavirus Death Toll Exceeds199,300"
1.35e+18,https://t.co/DpIX1Dk1Rh
1.35e+18,.@antonioguterres 
1.35e+18,@Maryam_Rajavi-#Iran
1.35e+18,"As of December 23, 2020, a total of 1,893,360 first doses of Pfizer-BioNTech COVID-19 vaccine had been administered"
1.35e+18,It
1.35e+18,Pfizer is the first vaccine been approved by many countries for mass inoculation.
1.35e+18,Second shot done 
1.35e+18,@acweyand Thanks. I read the last #PfizerBioNTech paper and they say they have some data on HIV-positive patients b
1.35e+18,So this happened today!  Volunteered to get the Pfizer COVID-19 vaccine. 
1.35e+18,"#PfizerBioNTech #vaccine dose #1 done. Arm sore, as if I got a vaccine 😁 I got it because I believe in the science,"
1.35e+18,#PfizerBioNTech #CovidVaccine received today @GSTTnhs... 
1.35e+18,Got my booster #PfizerBioNTech vaccine. You know what I
1.35e+18,"@drakchaurasia @FionaMullenCY @farid__jalali @__ice9 Hi, Here in France, the only way is the #PfizerBioNTech #ARNm"
1.35e+18,I am proud to say that I was involved in the preparation of the #Pfizer - #BioNTech (#PfizerBioNTech) vaccine today
1.35e+18,As did #PfizerBioNTech https://t.co/Tmmr5Pq7Vf
1.35e+18,Me and all of the Kitchen staff I Work with will be getting Vaccinated soon with the #PfizerBioNTech Vaccine
1.35e+18,@philipnolan1 @RTENewsAtOne I understood that #Pfizer site at Grange Castle will be used to test batches of the
1.35e+18,"Who needs #WHO experts when #UK has cretin #BorisJohnson &amp; his two pseudo scientific/medical nodding sycophants, so"
1.35e+18,Update: I'm 24 hours post 2nd dose &amp; I've experienced no side effects. What will be interesting is this because I'v
1.35e+18,Got my first dose of COVID19 vaccine. Thanks to science/medicine and thanks to Pfizer. Keep the conspiracy theories
1.35e+18,People react; laud @SaudiMOH @KhaledAlmaeena #PfizerBioNTech https://t.co/bO5VTFHSW2
1.35e+18,The World Health Organisation (@WHO ) on Tuesday said that #COVID19 patients should be given two doses of the
1.35e+18,Very interesting data on the number of #vaccinated by age group in #Italy
1.35e+18,"#COVID19 patients should take two doses of the #PfizerBioNTech #vaccine within a period of 21-28 days, the World He"
1.35e+18,Bloomberg: EU Seeks Up to 300 Million More Pfizer-BioNTech Doses.
1.35e+18,"@sbasdeo1 @BrookBayPirate don't worry, Germany gets 18,6% of each of the vaccines the EU ordered, not a single dose"
1.35e+18,Thankful to get my Covid vaccine today! 
1.35e+18,"#LongIsland resident #SandraLindsay, the 1st person to receive the #PfizerBioNTech vaccine in the country, receives"
1.35e+18,"@aninnwithnoname @Jennyflower ""Other scientific bodies"" is just wordplay to leave impression of science being behin"
1.35e+18,All systems go at @UHW_Waterford this afternoon as front line staff receive the #PfizerBioNTech vaccine.  All 7 reg
1.35e+18,"@bopanc @EU_Commission gets numbers wrong in their own document concerning #PfizerBioNTech, causing a lot of confus"
1.35e+18,"@NumberNullity They had supplies of the #PfizerBioNTech vaccine, it was ready to go, where is it ?"
1.35e+18,"The deceased's father Abilo Acevedo told Portugese daily Correio da Manha: ""She was okay. She hadn't had any health"
1.35e+18,"Trying to understand how the mRNA #vaccine works, can you recommend me any interesting papers about this topic?"
1.35e+18,"#JUSTIn @WHO PressConf, Q by @BBCNews if 1 instead of 2 doses of #PfizerBioNTech vaccine are given, if there is dur"
1.35e+18,Really starting to question evolution with so much stupidity within the human race
1.35e+18,@WHO -2 doses of #PfizerVaccine within 28 days. 
1.35e+18,@BorisJohnson @uksciencechief #Whitty @DHSCgovuk PLEASE note @pfizer says #PfizerBioNTech vaccine must be administe
1.35e+18,The delivery of #PfizerBioNTech vaccine has presented many logistical challenges but we are continuing the
1.35e+18,Inoculated! Second dose! #PfizerCovidVaccine  #PfizerBioNTech https://t.co/PEN6mvWnJC
1.35e+18,Two (doses) is even better than one!  Grateful for #COVID19vaccine #PfizerBioNTech &amp;
1.35e+18,I
1.35e+18,#whitty @DHSCgovuk YOU FULL OF IT. There is NO scientific evidence that the #PfizerBioNTech vaccine can be spaced b
1.35e+18,"Breaking: @WHO independent advisory group #SAGE advises TWO doses of #PfizerBioNTech vaccine, 2nd after 21 - 28 day"
1.35e+18,#Whitty you seem to be a turncoat. There is bit a big problem with #PfizerBioNTech vaccine. The UK has the cold sto
1.35e+18,Fighting #COVID19  in every way possible.
1.35e+18,Got my 2nd dose of the Pfizer BioNTech vaccine today. Very thankful for the science that brought us to this point.
1.35e+18,Finally it happed to me! So grateful to have my first dose of the #PfizerBioNTech #covid #vaccine @2ShotsInTheArm
1.35e+18,Officially a member of the #PfizerBioNTech club..... #PfizerVaccine #COVID19 #CovidVaccine https://t.co/Jnsk0CmK9V
1.35e+18,It
1.35e+18,Managed to get mum her #secondvaccination #win. Now I am haunted by a vision of the country being run by 80 year ol
1.35e+18,Fully microchipped #COVID19 #CovidVaccine #5G #PfizerVaccine #PfizerBioNTech #PfizerCovidVaccine #itu https://t.co/wYBVAofmzZ
1.35e+18,Happiest I
1.35e+18,First dose 💉
1.35e+18,@runnerosborn how many doses of the #PfizerBioNTech vaccine have you guys delivered to the UK? If you do not have t
1.35e+18,Here is shot #2 of #PfizerBioNTech #CovidVaccine. Nearly 7000 dosed @uihealthcare so far. Standing by for my mini c
1.35e+18,There have been a lot of uncertainty between mexicans about the #PfizerVaccine. Here's a good research summary for
1.35e+18,"Had my Covid vaccine today, even with a phobia of needles it was easy! If you get an opportunity to have it please"
1.35e+18,"Why are we applying emotion to this? #PfizerBioNTech based on their best evidence, do not support extending time be"
1.35e+18,Day 1 post my second #COVID19vaccine and feeling good! A little sore at the injection site similar to the first dos
1.35e+18,Felling very privileged to have received the #PfizerBioNTech vaccine today. Huge congratulations to all the teams
1.35e+18,"#NSTworld German firm #BioNTech warned Tuesday there is no data backing the ""safety and efficacy"" of delaying the s"
1.35e+18,For me something #Moderna will do fine! Or a #vaccine with Pfiz! #PfizerBioNTech @arian290360 @rkhuria2 @nandtara https://t.co/3SAuzVNzef
1.35e+18,Grateful for my #PfizerBioNTech #CovidVaccine #booster today @OSUWexMed. Excited to see so many of my friends and c
1.35e+18,Does anyone have studies or classified information about the #vaccine applied to patients with dx certain grade of
1.35e+18,#NSTnation  Those in urban areas are likely to receive the #PfizerBioNTech #vaccine. Meanwhile those in rural areas
1.35e+18,@Patty__Grace Take the Pfizer Vaccine then I beg you please take it 🙏🏽. 
1.35e+18,"Now this, you really couldn"
1.35e+18,A perfect summary of the Left versus Right. #theskimm #DeSantis2024 #Moderna #PfizerBioNTech https://t.co/T9S1IyUIPE
1.35e+18,"Thank you @NewcastleHosps @GreatNorthCH for providing a smooth service, everyone under immense pressure and continu"
1.35e+18,Why will @pfizer @ASTRAZENECAUK not tell us how many doses they have delivered to UK? Are they hiding something? Is
1.35e+18,Vaccination has started and it
1.35e+18,Just had my first covid vaccine @NWBoroughsNHS #Covid19UK #PfizerBioNTech #PfizerCovidVaccine https://t.co/pWfoxa65Dy
1.35e+18,#MonaAlMarri and her mother receive #PfizerBioNTech #vaccine in #Dubai on Tuesday. Director General of Dubai Media
1.35e+18,Infographic  #COVAXIN vs #OxfordVaccine vs #PfizerBioNTech vs #Moderna - how do these top #COVID19 vaccines compare
1.35e+18,#NSTnation Malaysia's #Covid19 #vaccine purchasing contracts and prices have been revealed in detail to the Parliam
1.35e+18,Will the #covid19 #vaccine actually increase fatality rates when #vaccinated patients are exposed to the
1.35e+18,#NSTnation  Those in urban areas are likely to receive the #PfizerBioNTech #vaccine. Meanwhile those in rural areas
1.35e+18,Good morning lockdown world #PfizerBioNTech #CobraKai #COVID19 #vaccinations https://t.co/NIPqbkcAe0
1.35e+18,The culmination of an amazing research process. On the first day of #Lockdown3 I've received my second #PfizerBioNTech #vaccine.
1.35e+18,@RDEhospitals waiting 15mins after #CovidVaccine feeling good @DPT_NHS @NightingaleExt thank you #NHS
1.35e+18,@BorisJohnson @MattHancock when are you going to protect the frontline police officers that are continuing to work
1.35e+18,Genuine question: how long does protection last if you only have one injection? #CovidVaccine #oxfordastrazeneca #PfizerBioNTech
1.35e+18,@NisR786 @yvettedoc50 @the_mdu @doctor_katie @Dr_Kasaraneni @HelenRSalisbury @SueLaceybryant @NHSEngland @HEE_TEL
1.35e+18,One step closer to normality. Grateful to all those who
1.35e+18,"H.E. Mona Ghanem AlMarri @malmarri Director-General of the @DXBMediaOffice, and her mother receive the 1st shot of"
1.35e+18,Guess what just arrived...
1.35e+18,#NSTnation The Public Accounts Committee is satisfied with the clarification given by government representatives on
1.35e+18,"@AlecHitchman1 And there was me thinking it was slowed down to approval to allow the hedge funds, stockholders a fa"
1.35e+18,Portugal: Nurse dies just days after getting Pfizer COVID-19 vaccine
1.35e+18,Suggested Vaccination drive for UK .
1.35e+18,"#Jordan has ordered one million doses of the US-German #PfizerBioNTech #coronavirus vaccine, the first delivery of"
1.35e+18,@anilkjain61 @ArtfulDoctor @NikkiKF @DrHannahMorgan @DrSdeG @PeteDeveson @drmdsmith @jonathanleach13 @rcgp Great re
1.35e+18,"#CovidVaccines: #CovidVaccine comparison, end Dec:"
1.35e+18,Teach Morality 
1.35e+18,Is there a consent form for patients now attending for  #PfizerBioNTech 💉 explaining why boosters💉💉 are waiting for
1.35e+18,"#Qantas brings #internationalflights to the #UK and the #US, push back #Asiancountries"
1.35e+18,Doing my part to bring the end of this mess closer. Super excited because mRNA biotechnology is so promising!
1.35e+18,"Well Twitter friends, 9 hours ago I received dose 2 of the #PfizerCovidVaccine  As with shot 1, minor arm soreness"
1.35e+18,"I got my first dose of Pfizer-BioNTech COVID-19 vaccine today, and I am grateful for that.       🙏🏽🙏🏽🙏🏽"
1.35e+18,Once again. What Happened to #Tiffany Dover?
1.35e+18,Covid-19 Vaccine War: Covaxin Maker Bharat Biotech On Adar's 'Safe Like Water' Remark
1.35e+18,Delays in the vaccine rollout have doctors debating other options to get more people vaccinated. Two half doses? Or
1.35e+18,What's your thoughts on this??? Drop a comment
1.35e+18,"A pediatric surgery assistant in Porto, Portugal found dead in bed a day after taking @pfizer -Biontec vaccine .. c"
1.35e+18,@adriandix It doesn
1.35e+18,Anyone doing research on the Covid vaccine and breastmilk looking for study participants? 🙋
1.35e+18,1/ Tell us about what happenned in Nigeria @BioNTech_Group 
1.35e+18,@BCGovNews @jjhorgan https://t.co/psy4Gzk7qi pushing 2nd dose of vaccine to 35 days to ostensibly protect more peop
1.35e+18,"@RonaldNHughes https://t.co/psy4Gzk7qi Bonnie Henry pushes 2nd dose of #PfizerBioNTech vaccine out to 35 days, pote"
1.35e+18,#PfizerBioNTech isn't FDA approved. It alters DNA. It's a bioweapon. There is no virus. PCR tests aren't designed t
1.35e+18,@JustinTrudeau @adriandix @jjhorgan Why is the government in BC willing to risk people
1.35e+18,COVID-19: British Columbia defies pharmaceutical companies' recommendations for their vaccines
1.35e+18,Another #fatality from #PfizerBioNTech https://t.co/AR7ccqHDZw
1.35e+18,Grateful to get second #PfizerBioNTech vaccine. I may have tolerable side effects but I am more excited to protect
1.35e+18,#igottheshot #PfizerBioNTech COVID Vaccine Dose 2 is done. All the feelings today. Relief to have some protection.
1.35e+18,"22,690 people in #BC have been vaccinated with #PfizerBioNTech vaccine and 1,449 with #Moderna vaccine, according t"
1.35e+18,How? Portuguese health worker dies two days after getting Pfizer COVID vaccine https://t.co/ZWQn6cKSID  #Sonia Acev
1.35e+18,I
1.35e+18,Do pharmaceutical companies had victims from #covid19? 
1.35e+18,"Nashville nurse injured by Covid Vaccine, now with Bell's palsy, issues a warning video@cybershell"
1.35e+18,Vaccinated against covid now thanks Pfizer #PfizerBioNTech #COVID19 #nhs
1.35e+18,A side-by-side comparison of the Pfizer/BioNTech and Moderna vaccines
1.35e+18,@newschambers @GinandGriddle Are you counted as been vaccinated after the first jab or only when you
1.35e+18,"@shimself No, that's due to the #PfizerBioNTech and #AstraZeneca vaccines being approved quicker by MHRA in the UK"
1.35e+18,1st Dose!
1.35e+18,@CMO_England  Are patients who are taking #rivaroxaban safe to receive the #PfizerBioNTech and #oxfordastrazeneca vaccine?
1.35e+18,Don
1.35e+18,@SkyNews Dead right Betty #PfizerBioNTech
1.35e+18,"So thankful to get the #COVID19 #vaccination today to protect my family, friends, and future patients. Grateful for"
1.35e+18,"I can cross one resolution off the list! Once again, very impressed with @OchsnerHealth workflow. The whole thing t"
1.35e+18,Does anyone actually have any answers to how this eight week delay will affect the Pfizer BioNTech vaccine
1.35e+18,I get the Oxford AstraZeneca vaccine has a 12 week window between the two boosters. 
1.35e+18,@pfizer would it be possible let Turkish people know and clearly inform how many Biontech/Pfizer vaccine doses yoı
1.35e+18,Delighted to receive my second vaccine today 👏🏻 #PfizerBioNTech #COVID19Vaccine https://t.co/QQOAwTG8tn
1.35e+18,https://t.co/cf9PHgaPJD
1.35e+18,.@antonioguterres 
1.35e+18,@Maryam_Rajavi-#Iran
1.35e+18,88-year-old dies hours after #CovidVaccine ; doctors stress he was seriously ill
1.35e+18,In other news I
1.35e+18,-19
1.35e+18,@ArrudaHoracio don't mock us that QC Gov will do research on a new optimal timeline for second #PfizerBioNTech vacc
1.35e+18,The world before vaccines is a world that we can
1.35e+18,#SEDICIÓN
1.35e+18,Why did @fordnation decide against bringing the #PfizerBioNTech vaccine directly into #LongTermCare homes
1.35e+18,"Just got shot #2. As I've been telling relatives not only is there lots of data supporting safety, the underlying m"
1.35e+18,@asymmetricinfo Not me. I just had my second shot. I'm comfortable with the mRNA mechanism of action and safety dat
1.35e+18,@nadhimzahawi  I am an NHS consultant and my second #PfizerVaccine was cancelled for tomorrow. I work on a covid wa
1.35e+18,@Sanityland @nspector4 @clluelo @keithbaldrey Health Canada's website STILL doesn't report 2 people died in trials
1.35e+18,Roughly one in a hundred thousand people who received the #PfizerBioNTech #Covid19_vaccine have had severe allergic
1.35e+18,#PfizerBioNTech #PfizerCovidVaccine can be stored in a fridge @ 2-8C 4 up 2 5 days so can this pls be made clear co
1.35e+18,This. Vaccine. Is. Bad. 
1.35e+18,COVAXIN-COVID-19 VACCINE 
1.35e+18,"Take that, #COVID19! Second dose #PfizerBioNTech vaccine in my deltoid! Let the immune cells do their work!"
1.35e+18,1st @BritishArmy helped #NHS #Covid testing
1.35e+18,First dose of the #PfizerBioNTech Vaccine received. Hope in 2021. Thanks to @WelshAmbulance having a great vaccinat
1.35e+18,Maybe give them the 2nd vaccine 21-28 days after the 1st one they had as the manufacturer #PfizerBioNTech have said
1.35e+18,The announcement comes after multiple fingers pointed out that some elected officials including Prime Minister Deny
1.35e+18,Impressive speedy work -  #Oxford PGD out now 
1.35e+18,"#VaccineAdverseEventReporting System detected 21 cases of anaphylaxis after administration of a reported 1,893,360"
1.35e+18,I'm actually quite concerned at the delaying of second doses especially for Pfizer vaccine.
1.35e+18,"New year, new antibodies 🦠"
1.35e+18,#AllergicReactions Including #Anaphylaxis After Receipt of the First Dose of #PfizerBioNTech #COVID19Vaccine 
1.35e+18,2.5 hours #postvaccine not much but anxiously waiting. 
1.35e+18,"@DrRosemaryL Out of interest, can you store #PfizerBioNTech or just #OxfordVaccine ? I had my 1st vaccine today at"
1.35e+18,Wearing an appropriate shirt for my 2nd COVID vaccine dose! #PfizerBioNTech #covidvaccine #nurses4vaccines https://t.co/RGKHkavwW6
1.35e+18,So @pdsutter won't be wanting to use the #PfizerBioNTech or #OxfordAstrazeneca vaccines then? Once the EU actually
1.35e+18,A very memorable experience to be part of the first team of 10 vaccinators this morning. Extremely proud of my nurs
1.35e+18,@StephGreaves1 @doctorshaib @tashgreenfastm1 @annita_mcveigh @SianMGriffiths1 @BBCNews @BBCBreaking @rpharms
1.35e+18,Completed my two doses of Pfizer vaccine today! Thank you for the amazing effort of everyone at the NHS and especia
1.35e+18,"We are proud to announce that yesterday Jackson administered 2,323 #PfizerBioNTech vaccinations to the public. One"
1.35e+18,"@triciahow #PfizerBioNTech said they have plenty, we have Pfizer sites here in Surrey /UK."
1.35e+18,@joolyjooly Oh that
1.35e+18,The vaccines work!! And they
1.35e+18,Grateful to receive a second dose of #PfizerBioNTech vaccine @MethodistHosp as #COVID19 cases continue to rise. I
1.35e+18,I
1.35e+18,Get your vaccine today! #BioNTech #PfizerBioNTech #Pfizer
1.35e+18,Arm soreness. Little anxious but that
1.35e+18,"@EnglishmanAdam I wrote to my MP with my concerns and this is what he said. He says that SAGE, JCVI and Deputy Chie"
1.35e+18,I got my first Pfizer COVID-19 vaccine at 11:00 am. 15 minutes ago. I
1.35e+18,First dose of the Pfizer BioNTech #CovidVaccine.
1.35e+18,"@BorisJohnson @10DowningStreet Johnson, just remember you are breaking the vaccine protocol and must gove the 2nd s"
1.35e+18,Starting the year with hope. Thankful to all the scientist and front line workers who have helped us to get to wher
1.35e+18,Two #Texas #Republican Congress members have now tested positive for #COVID19 less than 3 weeks AFTER receiving the
1.35e+18,Day 2 post #CovidVaccine dose 2 and zero complaints! I felt fatigued and achy for a few hours yesterday afternoon (
1.35e+18,"#Colombian🇨🇴 daily @elespectador shows readers ""The #vaccine route"" on its front page, a day after the country appr"
1.35e+18,@Symon911 Tbh they probably will end up giving them. I had my 1st vaccine today at hospital #PfizerBioNTech The
1.35e+18,Mother getting her first jab on Friday but has to wait three months for the second. She's 88. #PfizerBioNTech have
1.35e+18,@WoolpitHealth #PfizerBioNTech #vaccine Thank you and well done to your team. I am very grateful that my 90 year ol
1.35e+18,"Big day in my nursing career, administering vaccines to our most clinically vulnerable #covidvacccine"
1.35e+18,"Pfizer Inc's CEO Albert Bourla has said that the company is not certain"" if those who receive its vaccine will be"
1.35e+18,"Just got my 1st Covid-19 vaccination! Thank you, #PfizerBioNTech and #hillsboroughcounty for the drive-thru vaccination site!"
1.35e+18,"new logo from @pfizer features a double helix spiral, and marks the first major redesign in 70 years #Pfizer"
1.35e+18,HERO-TOGETHER is using the @HeroesResearch Registry to study long-term experiences of healthcare workers who receiv
1.35e+18,Got the #PfizerBioNTech #CovidVaccine today. Now listening to @Sawbones 
1.35e+18,#PfizerCovidVaccine #PfizerBioNTech #PfizerVaccine we need a laugh today😂 https://t.co/quPqpaL3j0
1.35e+18,"#vaccine | from a logistical standpoint, the #ModernaVaccine is « cooler » than the #PfizerBioNTech vaccine ^^ https://t.co/jYqPex4l7o"
1.35e+18,Is the Moderna Vaccine Safe? Allergic Reactions and Side Effects https://t.co/r9MQTBdEu0 via @YouTube   #vaccine
1.35e+18,"US Congressman, Kevin Brady (R) said on Wednesday he had tested positive for the #coronavirus (COVID-19) shortly be"
1.35e+18,#Moderna #vaccine is better tehn teh 1 of #Biontech #Pfizer #PfizerBioNTech cause its way easier 2 handle and dont
1.35e+18,"Thank you, European Medicines Agency, for approving the Moderna vaccine. As a lip reading deaf person, I look forwa"
1.35e+18,My Hero stats are now boosted with 52% immunity to covid19. 💪🏼#COVID19ireland #PfizerVaccine #PfizerBioNTech
1.35e+18,Done. #PfizerBioNTech #protectingmypatients #protectingme #protectingmyfamily @NHSGGC #GPNs https://t.co/fwhl6BmppH
1.35e+18,Thank you @GOVUK 
1.35e+18,My aunt got her second shot of #PfizerBioNTech vaccine today! Nice news for Nollaig na mBan as this she is one of t
1.35e+18,Delighted that I got the first dose of the #PfizerBioNTech #CovidVaccine yesterday at Glasgow Royal Infirmary despi
1.35e+18,"Very good news within reach!#Moderna, 2nd highly effective vaccine after #PfizerBioNTech, has just been given a gre"
1.35e+18,Gifts better passed on:
1.35e+18,"I've had the vaccine chip inserted. I'm still waiting for Einstein mode to kick in, it could be a long wait. I've a"
1.35e+18,@JanetEBaldwin @UKChange It
1.35e+18,The vaccine is rolling out. Time for a new hope on this year. #Pfizer #PfizerBioNTech #PfizerVaccine #vaccine
1.35e+18,2nd delivery of pfizer Covid19 vaccs potentially 1050 doses to be delivered in 72hours
1.35e+18,German Health Minister: Moderna Covi̇d-19 Vaccine Is Expected To Be Approved Today. Germany Will Receive More Than
1.35e+18,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/2641rvv1tu via @MailOnline"
1.35e+18,Very honoured to have been one of the first Medical Scientists in UHW to get the #PfizerBioNTech vaccine (you have
1.35e+18,"@JanetEBaldwin @UKChange Oh so sorry Janet, I saw older ppl getting the 2nd jab on the tv so maybe it"
1.35e+18,US military personnel and medical staff started receiving the Covid-19 vaccine at Ohio air force base. @naomirwolf
1.35e+18,Day 2 @UHW_Waterford #peervaccinators hard at work  #PfizerBioNTech medical scientist @HourihanJ &amp; nurse/vaccinator
1.35e+18,"#BioNTech #Pfizer #PfizerBioNTech   ""Deaths in nursing home residents after coronary vaccination"" ""On Tuesday 5 Jan"
1.35e+18,#PfizerBioNTech vaccine was reported as being 95% effective (not your chance of staying Covid-free after vaccinatio
1.35e+18,@spencer68 @freddiesayers @unherd @redouad Possibly logistical problems with #PfizerBioNTech special requirements?
1.35e+18,"What does ""95% (or for that matter, 70%) effective"" mean for a vaccine? @TheEconomist @guardian @BBCNews"
1.35e+18,Portuguese woman dies two days after getting Pfizer covid vaccine | Daily Mail Online 
1.35e+18,"Sanna Elkadiri, a nursing home worker from #Eindhoven becomes the first person to receive #PfizerBioNTech vaccine a"
1.35e+18,Coronavirus vaccine update: When will corona medicine be ready? @DBTIndia 
1.35e+18,I just felt a little prick! 😀 #CovidVaccine #PfizerBioNTech #COVID19
1.35e+18,@divadarlings1 @DrUnaDuffy @trishgreenhalgh 1) you are not 100% protected even after your booster
1.35e+18,#COVID19 :Portuguese nurse dies two days after getting Pfizer-BioNTech Covid vaccine.
1.35e+18,"The #Pfizer vaccine has already killed more people than the world's deadliest chemical weapon, known as the ""Novich"
1.35e+18,Vaccinated! #CovidVaccine #PfizerBioNTech 🙏😷 https://t.co/MfTUqlABUS
1.35e+18,"What's the quickest way to cull the old, vulnerable and those with on going respiratory conditions?"
1.35e+18,#pandemia #RABIAclínica :
1.35e+18,#Bahrain has become the first country globally to permit all citizens and residents nationwide schedule #COVID19
1.35e+18,Having spent the majority of my working year working on the #OxfordVaccine  I had dose 1 of the Pfizer vaccine yest
1.35e+18,"Two dead in #Norway, received #Pfizer's coronavirus vaccine recently"
1.35e+18,"After @alexanderdecroo, accusing @BorisJohnson to use the British as 'Guinea pigs', now an other Belgium Minister i"
1.35e+18,"Vaccines Bring Hope For India, Now, There Needs To Disclosures."
1.35e+18,"@piersmorgan @susannareid100 Mmm. #TonyBlair, one-time lawyer and politician now, apparently, MASTER CLINICIAN?"
1.35e+18,"#igottheshot #vaccine#2 Thanks #PfizerBioNTech - done for my patients, my family, my neighbors, my community."
1.35e+18,#CoronaVirusUpdate
1.35e+18,"Sonia Acevedo(41), a Portuguese nurse has died after two days of taking the Pfizer-BioTech"
1.35e+18,#mRNAvaccine #PfizerBionTech
1.35e+18,i did it y'all!  the silver lining to a shit-tastic day.  #vaccinated #covid #PfizerBioNTech #ThisIsOurShot https://t.co/Y8SDBbcQw3
1.35e+18,"Vaccine update.  12 hours after the second dose of #PfizerBioNTech vaccine I developed fever, chills, myalgia, head"
1.35e+18,@TurnbullWhitby  guess who got their 1st vaccine today of the #PfizerBioNTech 
1.35e+18,WHO recommends 2 doses of Pfizer-BioNTech COVID-19 vaccine within 21-28 days https://t.co/IGhW3IpH3k
1.35e+18,Most welcome news out of #Bogota: @IvanDuque announces the country's medicine agency granted emergency use to the
1.35e+18,"Yes, extraordinary, but not the way you"
1.35e+18,Had my COVID-19 vaccine on Friday 💉 and experienced most of the side effects #COVIDVaccination #PfizerBioNTech 
1.35e+18,@talkRADIO @iancollinsuk I wonder how many of those so called admissions will be as a result of the side effects of
1.35e+18,@medusanewsfeed people need to remember this before they take this vax.
1.35e+18,#EU Plans To Purchase 300-million More #Covid19 Vaccines https://t.co/E6CxrV4yHA #covidvaccines #Pfizer
1.35e+18,Miami coroner reviewing doctor
1.35e+18,https://t.co/7l7cA4Rp0H
1.35e+18,.@antonioguterres 
1.35e+18,@Maryam_Rajavi-#Iran
1.35e+18,#COVID19 
1.35e+18,GOT MY SECOND DOSE!!!!! #Pfizer #PfizerVaccine #PfizerBioNTech #PfizerCovidVaccine #COVID19 #CovidVaccine https://t.co/UxKmd6dC7H
1.35e+18,I really want to take the #COVID19 vaccine.
1.35e+18,@News24 @BISouthAfrica Back in December y
1.35e+18,Over-85s to receive Covid-19 vaccine letter
1.35e+18,"Stay safe, get vaccinated 💉 #covid19 #vaccine #PfizerBioNTech https://t.co/AIsDJ7Q0ii"
1.35e+18,Fantastic epi report on allergic rxn following #PfizerBioNTech #CovidVaccine #publichealth
1.35e+18,And the second dose is done!! #PfizerBioNTech #SouthernCalifornia https://t.co/jlnPSxqvur
1.35e+18,2nd dose complete!! #PfizerBioNTech https://t.co/nJ2z9KDiaJ
1.35e+18,"1 out of 90,000 people on average will experience an adverse reaction to the vaccine. This is a very small number."
1.35e+18,"Some 20,000 people in a population of 4.2 million have so far received the jab since #Croatia launched its vaccinat"
1.35e+18,@rsd2_nurses More school nurses vaccinated today. @LisaLisapeck14 @erinladd73 @klobitz #schoolnurses #nasn #COVID19
1.35e+18,Meanwhile in pandemic news my mum got her her first dose of the #PfizerBioNTech vaccine. For which I am tremendousl
1.35e+18,#UpcomingEvent 
1.35e+18,It's V-day today! Flat Eric gets his #COVID19 vaccine today. #vaccinations #coronavirus #PfizerBioNTech
1.35e+18,"Vaccinations in South Wiltshire have officially begun. Today, those in priority groups, received the first dose of"
1.35e+18,Just Recieved the Covid Vaccine! First step on the road to getting back to some normality!😁🇮🇪👍🇮🇪👍 #PfizerBioNTech
1.35e+18,Dose 1 of the #PfizerBioNTech vaccine @christianacare. 
1.35e+18,As a frontline NHS worker I gladly received my first #PfizerBioNTech vaccination today @HullHospitals.
1.35e+18,"I got my first jab of #PfizerBioNTech vaccine on the eve of 2021. I chose to keep my apprehensions aside, trust the"
1.35e+18,"My 81 year old Grandad got the vaccine this morning!! Thank you, science!! One step closer to a hug..."
1.35e+18,I
1.35e+18,Thank god mum &amp; dad just had their second dose of BioNTech/Pfizer vaccine 💉 the way it was designed to be taken tha
1.35e+18,"When I had my #PfizerBioNTech vaccine yesterday, I asked the #nurse about the #OxfordVaccine she said it would most"
1.35e+18,Covid Vaccine: Is it Halal or Not?
1.35e+18,I got the vaccine! #COVID #VaccinoAntiCovid #VaccineDay #PfizerBioNTech https://t.co/Z4TbKvZu92
1.35e+18,Got the #PfizerBioNTech vaccine !!
1.35e+18,#NSTworld Roughly one in a hundred thousand people who received the #PfizerBioNTech #Covid19 #vaccine have had seve
1.35e+18,In trying to explain mRNA vaccines I have decided it
1.35e+18,Vaccinated - dose 2/2 
1.35e+18,I just received my 1st #PfizerBioNTech #vaccine for #COVID19 tonight 
1.35e+18,Second #COVIDVaccine in my arm! Yay!!  Thank you #PfizerBioNTech  
1.35e+18,Our team are getting their Covid-19 vaccinations. Have you had yours? #Covid19 #NHS #PfizerBioNTech #StaySafe
1.35e+18,@KOMBUCHABABY Dear #frontlineworkers #Doctors #teachers #nurses &amp; others that work for / with employers that want y
