purpose,installment,dti
debt_consolidation,274.12,23.57
credit_card,482.66,2.09
debt_consolidation,395.63,3.47
all_other,83.67,20.63
debt_consolidation,206.86,22.72
credit_card,238.29,21.55
credit_card,395.63,24.61
credit_card,197.82,18.2
debt_consolidation,500.09,24.04
debt_consolidation,450.02,15.24
debt_consolidation,489.15,10.27
all_other,852.57,3.25
all_other,50.45,22.71
all_other,136.66,2.39
small_business,870.39,8.14
all_other,177.02,18.06
debt_consolidation,559.78,19.45
credit_card,202.93,16.39
debt_consolidation,189.67,13.23
all_other,481.92,3.29
all_other,174.83,6.68
credit_card,360.22,5.71
credit_card,499.5,20.69
debt_consolidation,509.53,12.62
debt_consolidation,203.82,4.83
debt_consolidation,560.47,18.11
home_improvement,251.79,0.03
debt_consolidation,241.95,11.75
debt_consolidation,494.53,4.98
debt_consolidation,190.55,18.74
credit_card,745.01,15.93
small_business,262.4,17.2
all_other,207.87,13.8
debt_consolidation,158.86,22.09
debt_consolidation,133.2,11.52
debt_consolidation,136.55,7.83
major_purchase,166.3,0
debt_consolidation,222.41,3.89
home_improvement,317.72,0
all_other,222.41,1.24
debt_consolidation,259.84,17.51
debt_consolidation,279.72,24.69
home_improvement,282.52,14.99
debt_consolidation,441.78,20.5
debt_consolidation,457.51,18.05
all_other,669.33,13.74
debt_consolidation,461.56,18.92
credit_card,218.62,3.15
all_other,836.66,12.64
debt_consolidation,839.67,15.76
all_other,391.85,12.39
all_other,104.96,1.68
debt_consolidation,647.87,2
credit_card,114.06,11.8
all_other,317.72,4.33
all_other,200.8,9.59
all_other,811.56,0.4
small_business,186.83,11.19
home_improvement,263.75,0.79
debt_consolidation,517.28,12.98
educational,46.83,3.42
all_other,274.45,14.78
home_improvement,149.85,2.81
credit_card,492.06,15.93
all_other,334.67,11.11
small_business,870.39,2.69
debt_consolidation,293.89,22.25
debt_consolidation,709.82,20.59
all_other,360.84,8.35
debt_consolidation,99.41,9.43
debt_consolidation,262.43,15.13
major_purchase,124.88,5.76
small_business,344.76,14.32
debt_consolidation,82.34,21.05
all_other,168.17,14.89
debt_consolidation,261.12,14.76
educational,49.46,6.44
all_other,49.95,22.23
debt_consolidation,347.72,24.49
major_purchase,55.17,5
debt_consolidation,33.64,23.81
small_business,184.49,1.78
credit_card,824.22,5.89
major_purchase,221.28,6.17
major_purchase,67.94,7.83
debt_consolidation,514.59,7.4
debt_consolidation,156.1,4.51
debt_consolidation,424.61,23.94
all_other,95.79,10.56
debt_consolidation,112.39,7.78
home_improvement,807.53,10.29
home_improvement,571.89,3.44
debt_consolidation,556.1,5.22
credit_card,204.83,10.35
debt_consolidation,173.86,17.37
all_other,239.76,22.39
all_other,156.1,2.34
debt_consolidation,382.97,22.9
home_improvement,247.31,17.19
all_other,339.69,16.12
debt_consolidation,679.37,12.34
credit_card,870.39,16.65
all_other,348.16,14.31
all_other,338.01,18.02
all_other,88.76,24.12
debt_consolidation,470.87,4.3
debt_consolidation,317.72,13.64
credit_card,348.2,9.48
debt_consolidation,347.72,16.46
debt_consolidation,379.23,12
debt_consolidation,593.44,19.71
all_other,93.66,11.38
debt_consolidation,596.41,12.42
all_other,265.08,17.72
credit_card,519.68,21.57
debt_consolidation,299.94,11.27
major_purchase,155.3,14.22
home_improvement,156.1,1.81
debt_consolidation,623.27,19.83
small_business,447.01,11.25
debt_consolidation,258.28,17.08
educational,68.96,14.86
home_improvement,234.27,21.43
debt_consolidation,706.59,17.43
major_purchase,124.88,19.63
all_other,499.5,12.25
small_business,74.92,6.32
educational,316.11,8.83
credit_card,218.54,2.19
home_improvement,861.88,16.66
debt_consolidation,202.31,7.9
major_purchase,131.22,2.8
debt_consolidation,460.69,6.54
debt_consolidation,210.21,23.73
all_other,494.53,6.35
all_other,248.51,22.52
debt_consolidation,114.38,23.92
all_other,160.64,2.05
debt_consolidation,500.26,8.69
credit_card,113.8,2.9
debt_consolidation,131.22,22.96
all_other,381.26,12.56
debt_consolidation,510.8,18.73
credit_card,459.25,14.21
debt_consolidation,499.5,12.22
all_other,437.24,10.8
debt_consolidation,720.43,18.85
debt_consolidation,626.08,23.12
major_purchase,393.65,24.7
small_business,94.18,0.88
debt_consolidation,538.77,23.21
all_other,51.46,24.43
all_other,691.17,10.29
small_business,655.03,5.56
debt_consolidation,389.94,3.16
debt_consolidation,395.63,6.11
major_purchase,308.19,8.15
debt_consolidation,476.58,3.07
debt_consolidation,52.75,9.21
debt_consolidation,156.1,2.52
debt_consolidation,292.3,17.81
debt_consolidation,659.37,6.84
debt_consolidation,519.68,13.81
debt_consolidation,198.81,20.4
small_business,421.89,11.2
debt_consolidation,110.64,16.63
debt_consolidation,197.82,1.61
credit_card,413.03,18.99
small_business,68.28,1.58
debt_consolidation,792.47,22.81
credit_card,645.26,23.48
debt_consolidation,136.55,4.16
debt_consolidation,198.81,7.96
debt_consolidation,428.59,9.81
all_other,473.21,4.57
debt_consolidation,647.9,23.72
debt_consolidation,836.68,20.15
major_purchase,170.69,18.04
all_other,95.32,6.9
credit_card,336.34,12.67
debt_consolidation,288.74,14.94
debt_consolidation,384.85,11.36
all_other,166.5,5.64
debt_consolidation,299.7,19.42
debt_consolidation,477.92,15
all_other,400.76,22.74
debt_consolidation,501.16,16.08
debt_consolidation,229.85,10.59
debt_consolidation,844.28,5.99
debt_consolidation,596.41,19.31
all_other,455.19,7.82
home_improvement,273.1,20.16
all_other,828.35,4.87
debt_consolidation,379.23,19.03
debt_consolidation,324.63,9.89
debt_consolidation,399.6,7.41
credit_card,267.74,20.75
debt_consolidation,115.97,23.79
all_other,296.72,11.02
educational,122.46,12
debt_consolidation,209.95,20.34
all_other,56.9,8.95
debt_consolidation,158.97,11.63
debt_consolidation,150.21,17.58
debt_consolidation,716.88,18.59
debt_consolidation,528.34,24.08
all_other,187.32,14.75
all_other,681.89,14.16
debt_consolidation,563.28,12.7
small_business,180.11,10.35
debt_consolidation,106.56,20.91
all_other,289.6,20.2
credit_card,59.94,4.43
major_purchase,101.89,12.91
debt_consolidation,716.95,8.88
debt_consolidation,278.53,8.2
all_other,83.67,16.32
debt_consolidation,692.9,11.78
home_improvement,499.5,10.19
major_purchase,87.02,13.54
educational,158.86,14.93
debt_consolidation,275.81,13.36
credit_card,307.24,9.19
all_other,90.75,1.92
debt_consolidation,497.01,19.7
all_other,336.34,13.63
debt_consolidation,280.97,11.88
credit_card,147.62,12.98
major_purchase,329.69,18.19
credit_card,57.19,13.28
major_purchase,316.5,10.99
all_other,381.26,18.56
home_improvement,444.81,15.8
all_other,245.44,16.63
debt_consolidation,415.74,19.78
credit_card,918.02,18.54
debt_consolidation,515.27,15.5
small_business,703.15,8.14
credit_card,509.53,0.81
major_purchase,240.24,10.5
debt_consolidation,329.34,19.61
small_business,139.95,10.82
credit_card,642.22,10.95
small_business,227.41,18.9
debt_consolidation,209.92,22.89
major_purchase,395.63,2.8
all_other,85.35,21.17
debt_consolidation,494.53,8.84
all_other,530.15,6.29
debt_consolidation,206.05,0.62
debt_consolidation,543.5,18.58
debt_consolidation,803.2,17.9
debt_consolidation,710.03,3.88
credit_card,68.89,6.75
debt_consolidation,249.75,16.5
all_other,840.83,1.16
debt_consolidation,327.72,13.55
debt_consolidation,157.39,22.69
all_other,253.51,11.74
all_other,452.6,20.52
debt_consolidation,92.7,9.48
debt_consolidation,196.83,8.82
debt_consolidation,397.61,17.61
debt_consolidation,285.34,5.78
major_purchase,242.52,3.71
major_purchase,283.93,12.5
debt_consolidation,522.23,12.15
debt_consolidation,187.76,21.48
all_other,219.71,8.64
home_improvement,77.65,1.33
debt_consolidation,34.31,24.61
debt_consolidation,556.44,18.13
all_other,866.13,8.73
debt_consolidation,198.81,23.15
debt_consolidation,507.01,15.63
credit_card,201.8,18.12
all_other,190.63,14.72
all_other,41.17,13.75
debt_consolidation,174.75,9.29
home_improvement,414.18,1.07
debt_consolidation,407.63,10.46
debt_consolidation,70.28,8.33
all_other,167.34,4.85
debt_consolidation,551.14,14.45
debt_consolidation,203.82,20.79
credit_card,279.89,7.34
small_business,699.73,0.35
debt_consolidation,135.21,14.13
credit_card,298.21,19.5
debt_consolidation,165.49,8.81
small_business,269.82,24.08
educational,828.35,4.87
debt_consolidation,249.75,13.02
debt_consolidation,108.77,22.54
debt_consolidation,304.96,18.9
debt_consolidation,121.08,1.58
debt_consolidation,827.33,12.78
credit_card,217.42,8.89
debt_consolidation,381.26,5.52
small_business,69.98,20.41
home_improvement,190.14,10.3
debt_consolidation,713.49,9.66
small_business,577.46,10.12
all_other,207.87,19.58
all_other,84.51,19.68
all_other,397.61,15.88
debt_consolidation,152.51,10.54
debt_consolidation,377.25,3.32
all_other,173.23,4.22
home_improvement,316.11,4.75
credit_card,333,22.34
major_purchase,165.67,5.66
debt_consolidation,413.03,8.77
small_business,50.05,7.74
debt_consolidation,253.51,3.88
credit_card,457.51,23.4
debt_consolidation,379.33,9.02
all_other,313.95,14.48
debt_consolidation,611.44,6.33
debt_consolidation,603.53,10.71
home_improvement,40.97,11.87
all_other,202.93,12.77
credit_card,381.26,15.52
debt_consolidation,563.28,3.65
all_other,109.27,14.23
debt_consolidation,136.55,21.49
debt_consolidation,101.91,9.87
home_improvement,156.1,0.54
debt_consolidation,662.68,13.13
credit_card,397.15,14.94
all_other,81.13,20.67
debt_consolidation,400.38,20.35
debt_consolidation,366.3,21.69
major_purchase,333,5.36
debt_consolidation,401.6,9.27
debt_consolidation,316.42,5.32
credit_card,131.2,18.91
debt_consolidation,215.26,20.12
debt_consolidation,186.36,0.85
debt_consolidation,173.23,12.71
major_purchase,196.83,1.7
all_other,117.72,9.34
all_other,32.97,1.03
all_other,676.02,9.68
debt_consolidation,216.54,20.69
debt_consolidation,174.03,21
small_business,703.15,5.31
debt_consolidation,330.75,21.87
debt_consolidation,124.24,5.23
debt_consolidation,333,10.88
home_improvement,582.75,12.7
debt_consolidation,155.14,19.78
small_business,836.51,6.73
credit_card,259.37,3.27
small_business,870.39,7.31
credit_card,269.07,6.19
credit_card,190.63,21.2
all_other,77.65,14.9
major_purchase,662.68,6.77
major_purchase,37.28,6.8
home_improvement,94.84,5.61
debt_consolidation,316.11,3.47
debt_consolidation,187.32,23.22
major_purchase,266.4,1.24
home_improvement,168.17,16.57
credit_card,392.58,14.88
credit_card,281.12,8.36
all_other,312.81,9.09
all_other,235.44,18.69
credit_card,403.6,16.07
debt_consolidation,110.33,16.44
credit_card,274.83,11.8
all_other,692.34,10.53
all_other,324.07,0
credit_card,411.67,16.28
credit_card,328.04,19.31
debt_consolidation,852.57,18.08
major_purchase,215.26,11.09
debt_consolidation,828.35,8.74
all_other,360.84,1.54
all_other,333,10.68
all_other,703.15,0.6
all_other,65.94,12.03
all_other,509.53,4.88
debt_consolidation,393.65,16.71
debt_consolidation,333,16.14
all_other,203.34,0.26
debt_consolidation,532.8,17.4
major_purchase,338.01,9.86
all_other,146.23,9.8
all_other,205.47,5.85
all_other,198.81,14.77
debt_consolidation,292.4,14.16
all_other,137.91,10.68
all_other,815.61,13.7
debt_consolidation,339.69,15.53
debt_consolidation,98.5,21.75
debt_consolidation,158.86,6.13
debt_consolidation,401.6,15.4
credit_card,254.18,11.87
all_other,62.12,3.92
all_other,590.47,0.99
all_other,166.5,8.67
debt_consolidation,506.74,11.73
debt_consolidation,208.9,14.7
debt_consolidation,273.1,6.42
home_improvement,317.72,12.52
home_improvement,124.24,1.72
debt_consolidation,527.36,5.72
home_improvement,824.22,10.17
debt_consolidation,423.28,23.55
debt_consolidation,510.37,20.78
all_other,165.67,20.57
debt_consolidation,168.76,6.06
debt_consolidation,507.01,17.93
debt_consolidation,300.3,20.7
major_purchase,309.78,14.46
home_improvement,316.11,2.94
credit_card,222.41,23.44
debt_consolidation,284.47,19.06
major_purchase,316.11,15.31
debt_consolidation,51.21,20.7
debt_consolidation,197.82,1.87
all_other,316.11,6.52
credit_card,532.8,21.58
debt_consolidation,540.81,5.66
credit_card,164.02,5.88
small_business,238.96,10.55
credit_card,494.53,14.31
debt_consolidation,102.74,6
debt_consolidation,866.13,19.09
all_other,117.14,6.91
debt_consolidation,155.3,17.93
debt_consolidation,171.53,15.6
debt_consolidation,158.86,14.33
debt_consolidation,746.24,19.87
debt_consolidation,343.06,4.27
debt_consolidation,187.32,11.58
debt_consolidation,155.69,10.65
small_business,815.66,0.56
educational,218.54,12.32
all_other,334.23,21.31
debt_consolidation,874.66,9.84
debt_consolidation,158.86,24.34
all_other,99.41,20.34
all_other,32.97,11.57
debt_consolidation,832.5,6.28
educational,237.08,0
debt_consolidation,620.56,12.73
home_improvement,49.46,23.67
credit_card,165.67,23.75
all_other,164.57,22.36
all_other,176.65,3.16
home_improvement,317.72,5.58
credit_card,476.58,5.55
credit_card,546.2,16.51
major_purchase,158.06,12.59
all_other,368.13,5.12
all_other,249.75,7.06
debt_consolidation,313.34,6.74
all_other,31.62,2.42
all_other,41.38,16.35
debt_consolidation,204.83,15.64
all_other,329.69,0.5
debt_consolidation,331.34,12.96
all_other,452.6,21.51
debt_consolidation,346.17,6.23
debt_consolidation,403.6,21.06
credit_card,562.52,20.6
debt_consolidation,616.05,2.38
debt_consolidation,277.16,10.33
debt_consolidation,730.1,10.49
debt_consolidation,286.75,18.48
small_business,91.37,2.79
debt_consolidation,538.14,17.93
debt_consolidation,316.11,0.22
debt_consolidation,658.26,17.34
debt_consolidation,237.91,22.71
all_other,275.81,12.59
all_other,119.29,13.92
major_purchase,832.5,8.21
all_other,67.94,19.25
all_other,201.8,5.81
all_other,514.77,7.54
all_other,314.21,19.26
debt_consolidation,168.1,23.75
debt_consolidation,316.11,4.15
debt_consolidation,336.34,17.89
small_business,68.62,6.54
debt_consolidation,278.53,0.49
debt_consolidation,169.85,10.71
debt_consolidation,524.8,3.41
home_improvement,524.8,9.47
debt_consolidation,202.81,15.36
major_purchase,381.26,6
debt_consolidation,301.04,7.07
debt_consolidation,666,15.1
credit_card,143.39,23.81
debt_consolidation,559.78,12.94
debt_consolidation,317.93,10.78
debt_consolidation,765.9,14.96
debt_consolidation,341.16,9.2
home_improvement,198.81,15.1
all_other,442.85,17.48
all_other,66.94,9.04
debt_consolidation,632.7,13.71
all_other,218.54,4.29
debt_consolidation,328.87,15.6
all_other,242.52,0.24
educational,686.12,20.09
credit_card,190.63,20.1
debt_consolidation,448.18,21.39
small_business,620.56,8.04
debt_consolidation,221.28,9.11
major_purchase,203.82,13.28
debt_consolidation,186.66,22.28
debt_consolidation,377.37,22.84
debt_consolidation,84.51,14.56
debt_consolidation,189.62,8.06
debt_consolidation,270.41,8.58
debt_consolidation,413.03,24.12
all_other,49.7,3.46
all_other,164.85,9.92
home_improvement,333,0.52
educational,229.63,1.53
debt_consolidation,587.77,23.65
debt_consolidation,397.61,15.16
debt_consolidation,92.7,7.44
debt_consolidation,666,6.96
debt_consolidation,349.87,22.23
home_improvement,277.16,17.34
debt_consolidation,319.52,12.28
all_other,95.32,13.42
educational,32.97,0.29
all_other,343.06,8.95
all_other,164.02,13.31
major_purchase,163.05,0.89
all_other,135.21,2.47
major_purchase,238.96,9.47
all_other,108.15,23.42
debt_consolidation,266.4,17.27
debt_consolidation,92.7,13.67
credit_card,285.95,17.7
all_other,60.24,11.9
all_other,252.89,8.09
debt_consolidation,811.56,14.3
debt_consolidation,397.61,5.69
major_purchase,198.78,0
all_other,199.8,4.68
all_other,277.16,6.65
debt_consolidation,171.53,1.65
debt_consolidation,799.49,5.18
all_other,725.31,0.56
all_other,251,11.28
small_business,179.24,23.19
debt_consolidation,316.11,3.42
debt_consolidation,828.35,15.6
all_other,92.7,11.22
debt_consolidation,198.81,15.91
debt_consolidation,662.68,14.67
debt_consolidation,399.6,0.84
debt_consolidation,413.03,16.76
all_other,198.81,4.48
all_other,267.74,12.06
debt_consolidation,249.75,12.52
debt_consolidation,158.06,6.3
debt_consolidation,205.47,12.28
debt_consolidation,844.28,9.71
debt_consolidation,411.67,15.78
major_purchase,164.02,2.84
all_other,135.03,0.96
credit_card,270.41,17.01
debt_consolidation,381.26,0.94
debt_consolidation,316.11,15.22
all_other,334.67,20.86
all_other,183.41,0.3
debt_consolidation,86.62,13.2
credit_card,66.27,17.16
major_purchase,343.06,15.74
debt_consolidation,461.56,6.2
debt_consolidation,316.11,4.14
debt_consolidation,441.6,15.79
debt_consolidation,102.42,8.77
debt_consolidation,184.99,4.75
debt_consolidation,380.27,9.98
debt_consolidation,164.85,3.54
major_purchase,795.24,8.3
all_other,51.21,19.08
debt_consolidation,679.37,22.06
credit_card,263.75,12.91
debt_consolidation,393.65,23.2
credit_card,108.03,20.24
all_other,217.54,14.2
debt_consolidation,317.72,15.86
debt_consolidation,462.28,16.15
small_business,556.1,17.87
debt_consolidation,679.37,9.8
all_other,312.19,3.56
home_improvement,502,10.13
debt_consolidation,456.31,9.3
small_business,480.29,21.82
debt_consolidation,157.18,21.3
debt_consolidation,237.78,12.55
all_other,334.67,0.65
debt_consolidation,161.44,12.29
all_other,273.1,8.93
debt_consolidation,328.04,5.16
all_other,280.97,11.84
credit_card,507.01,8.36
all_other,274.45,11.61
small_business,874.66,13.88
debt_consolidation,252.89,15.36
debt_consolidation,532.8,23.82
credit_card,662.68,22.64
debt_consolidation,832.5,16.67
debt_consolidation,198.81,8.89
debt_consolidation,328.04,19.93
debt_consolidation,172.38,16.74
major_purchase,287.31,13.67
home_improvement,142.98,7.53
all_other,83.86,9.6
all_other,164.85,16.4
debt_consolidation,333,18.7
debt_consolidation,381.04,15.7
small_business,491.2,10.45
debt_consolidation,266.4,19.32
small_business,522.23,5.26
all_other,118.89,8.05
major_purchase,136.55,18.45
debt_consolidation,565.27,18.76
educational,432.9,3.36
debt_consolidation,585.67,21.63
debt_consolidation,349.49,19.02
debt_consolidation,84.51,15.6
debt_consolidation,221.28,17.26
all_other,82.01,7.58
debt_consolidation,280.97,15.1
all_other,186.48,6
debt_consolidation,173.23,13.68
debt_consolidation,270.41,9.02
credit_card,190.63,18.23
major_purchase,266.4,0.8
debt_consolidation,682.06,12.6
debt_consolidation,666,24.86
debt_consolidation,866.16,17.24
small_business,847.9,14.45
debt_consolidation,316.11,23.34
credit_card,263.75,18.66
debt_consolidation,492.06,20.29
debt_consolidation,328.04,17.18
all_other,222.41,9.44
major_purchase,102.42,4.63
small_business,874.66,0.04
debt_consolidation,602.4,18.96
home_improvement,140.49,17.85
debt_consolidation,840.83,8.64
credit_card,202.93,17.68
small_business,532.53,20.4
debt_consolidation,229.64,11.41
credit_card,540.81,19.91
debt_consolidation,476.58,10.1
all_other,155.3,3.17
debt_consolidation,696.31,9.1
debt_consolidation,676.02,9.07
all_other,95.32,17.22
debt_consolidation,497.01,10.44
all_other,168.59,23.88
major_purchase,79.13,21.49
major_purchase,124.88,7.17
all_other,40.16,23.69
major_purchase,62.12,1.88
credit_card,773.47,19.9
debt_consolidation,546.71,17.44
debt_consolidation,403.6,12.48
home_improvement,492.06,8.75
debt_consolidation,278.17,14.29
home_improvement,312.19,1.71
credit_card,428.59,5.24
debt_consolidation,419.84,8.21
major_purchase,326.1,4.66
all_other,183.7,13.37
all_other,153.62,24.6
debt_consolidation,193.62,10.21
credit_card,349.49,22.38
credit_card,302.52,22.12
debt_consolidation,504.5,14.07
credit_card,403.6,7.15
debt_consolidation,142.01,0
home_improvement,426.45,12.15
debt_consolidation,339.69,18.22
credit_card,497.01,13.79
debt_consolidation,279.89,15.52
debt_consolidation,265.08,10.79
educational,258.45,8.82
debt_consolidation,210.21,23.26
debt_consolidation,270.41,14.92
all_other,46.83,4.36
debt_consolidation,240.15,11.13
all_other,198.81,5.38
all_other,252.89,9.45
small_business,275.14,19.52
all_other,334.67,4.72
debt_consolidation,467.71,16.49
all_other,47.66,9.6
debt_consolidation,811.56,20.28
debt_consolidation,285.89,10.36
debt_consolidation,406.68,0.18
all_other,133.87,22.31
credit_card,283.05,7.08
all_other,328.04,8.1
all_other,131.22,10.29
small_business,482.25,7.89
home_improvement,512.06,13.1
debt_consolidation,95.32,10.29
debt_consolidation,127.09,2.77
all_other,67.27,17.21
debt_consolidation,676.02,23.86
home_improvement,517.13,7.83
credit_card,190.63,0
debt_consolidation,312.19,0.17
debt_consolidation,338.01,15.21
home_improvement,828.35,5.54
credit_card,316.11,4.46
debt_consolidation,199.8,13.9
small_business,612.36,14.13
all_other,119.48,5.36
all_other,444.81,4.48
credit_card,861.88,17.76
debt_consolidation,296.72,11.36
all_other,158.06,20.32
debt_consolidation,188.01,11.33
debt_consolidation,832.5,2.26
debt_consolidation,168.17,13.14
home_improvement,62.12,4.53
major_purchase,124.88,17.64
home_improvement,190.63,15.7
credit_card,206.45,9.62
debt_consolidation,217.6,13.73
all_other,158.06,22.08
debt_consolidation,475.56,8.8
debt_consolidation,824.22,9.9
debt_consolidation,201.8,3.45
debt_consolidation,305.01,18.41
all_other,252.89,0.95
home_improvement,317.72,15.05
credit_card,413.58,15.36
home_improvement,827.82,2.06
all_other,317.72,10.33
all_other,267.74,1.81
debt_consolidation,479.52,0
debt_consolidation,295.24,17.47
home_improvement,133.45,19.24
all_other,285.95,8.97
all_other,171.53,17.64
home_improvement,169.01,15.4
all_other,222.99,15.17
major_purchase,317.72,13.09
debt_consolidation,253.51,22.22
debt_consolidation,32.81,4.38
debt_consolidation,501.13,24.13
debt_consolidation,316.11,8.31
debt_consolidation,259.84,5.38
all_other,411.67,5.33
debt_consolidation,144.09,14.04
all_other,540.12,2.19
debt_consolidation,807.53,17.65
debt_consolidation,278.83,24.63
small_business,866.13,0.47
debt_consolidation,324.07,8.47
credit_card,472.38,9.68
small_business,678.9,15.89
debt_consolidation,109.27,9.42
debt_consolidation,136.55,15.76
debt_consolidation,367.4,10.8
all_other,240.96,13.61
credit_card,397.61,20.69
credit_card,99.41,19.31
credit_card,585.67,20.85
credit_card,196.83,24.1
small_business,532.53,2.11
all_other,103.26,6.13
debt_consolidation,199.8,9.65
debt_consolidation,818.5,13.7
all_other,93.66,24.55
home_improvement,393.65,12.52
debt_consolidation,305.72,11.14
all_other,102.92,12.21
small_business,168.64,18.27
home_improvement,305.01,18.19
debt_consolidation,348.16,15.02
credit_card,476.58,7.31
credit_card,483.72,20.91
debt_consolidation,158.86,16.41
credit_card,274.45,18.48
debt_consolidation,173.86,14.97
debt_consolidation,676.02,10.44
debt_consolidation,666,12.96
home_improvement,282.52,16.36
all_other,502,16.56
debt_consolidation,441.6,21.76
major_purchase,389.94,21.85
debt_consolidation,540.81,11.94
major_purchase,331.25,5.88
educational,280.24,14.06
debt_consolidation,221.28,11.18
debt_consolidation,334.23,5.81
major_purchase,124.24,10.43
credit_card,86.19,15.23
debt_consolidation,557.05,20.64
major_purchase,221.28,6.09
debt_consolidation,699.73,4.88
debt_consolidation,205.84,14.05
debt_consolidation,506.27,12.74
small_business,184.49,9.35
debt_consolidation,329.69,9.75
debt_consolidation,502,12.03
all_other,94.84,15.92
debt_consolidation,477.92,21.91
all_other,395.63,1.01
debt_consolidation,176.49,20.73
all_other,803.99,9.69
debt_consolidation,754.73,21.34
debt_consolidation,157.39,21.8
all_other,331.34,9.66
debt_consolidation,381.52,13.64
home_improvement,811.56,12.7
all_other,50.45,8.52
credit_card,99.41,11.71
home_improvement,585.67,23.35
credit_card,242.52,2.64
debt_consolidation,46.59,0.69
major_purchase,93.18,6.91
credit_card,497.01,14.2
debt_consolidation,252.25,8.31
debt_consolidation,197.82,15.67
major_purchase,237.08,19.88
debt_consolidation,913.63,18.18
credit_card,93.71,23.23
debt_consolidation,791.25,12.68
all_other,329.69,14.79
debt_consolidation,291.02,13.92
credit_card,751.02,23.92
all_other,164.02,3.3
debt_consolidation,189.67,22.52
debt_consolidation,807.53,21.9
all_other,336.34,21.97
debt_consolidation,101.91,5.69
debt_consolidation,442.06,13.98
credit_card,518.16,4.93
debt_consolidation,695.63,17.93
debt_consolidation,518.3,21.88
debt_consolidation,803.5,11.42
debt_consolidation,444.81,15.8
debt_consolidation,403.6,21.68
all_other,253.37,7.52
debt_consolidation,167.34,21.49
debt_consolidation,317.72,1.69
all_other,836.66,10.97
all_other,190.63,10.42
all_other,77.65,20.02
debt_consolidation,339.69,21.52
all_other,202.93,13.72
credit_card,599.4,10.61
debt_consolidation,878.94,10.8
debt_consolidation,710.03,15.82
debt_consolidation,662.68,19.93
all_other,152.98,4.64
debt_consolidation,662.68,10.72
credit_card,666,23.72
credit_card,127.09,18.59
credit_card,317.72,7.68
debt_consolidation,221.89,16.2
debt_consolidation,248.51,18.88
credit_card,401.6,23.14
all_other,181.33,12.08
all_other,50.96,20.6
debt_consolidation,807.53,17.41
debt_consolidation,832.5,3.48
all_other,309.13,3.05
debt_consolidation,246.03,7.18
home_improvement,254.18,8.82
debt_consolidation,155.3,13.58
credit_card,164.02,12.65
credit_card,233.1,15.69
debt_consolidation,295.24,9.9
major_purchase,133.2,19.84
credit_card,713.34,13.95
debt_consolidation,239.47,21.32
credit_card,765.9,8.58
all_other,734.83,6.84
credit_card,189.67,12.65
debt_consolidation,524.86,6.51
debt_consolidation,696.31,9.28
all_other,656.07,11.31
all_other,149.11,0.99
debt_consolidation,199.8,18.07
credit_card,316.11,14.85
debt_consolidation,158.18,23.49
debt_consolidation,137.23,11.32
debt_consolidation,290.17,16.05
all_other,62.12,10.04
debt_consolidation,189.67,9.45
debt_consolidation,836.66,13.63
debt_consolidation,534.4,13.91
all_other,608.42,19.33
educational,251,4.49
debt_consolidation,267.74,19.22
all_other,285.95,16.35
credit_card,82.01,6.2
home_improvement,669.33,3.43
all_other,81.93,21
debt_consolidation,236.61,14.25
home_improvement,336.34,12.17
all_other,101.91,10.19
all_other,835.57,13.78
major_purchase,118.31,14.33
all_other,316.11,13.85
all_other,139.95,3.42
all_other,312.19,3.42
all_other,285.95,4.91
all_other,716.88,17.95
credit_card,638.09,17.26
credit_card,174.75,13.71
educational,158.86,13.27
all_other,169.01,13.49
debt_consolidation,66.94,4.12
all_other,66.6,14.83
credit_card,338.01,7.44
all_other,94.02,0.53
home_improvement,69.98,6.61
all_other,168.17,18.23
all_other,336.34,8.45
educational,171.53,12.18
all_other,198.81,18.82
debt_consolidation,411.67,10.85
credit_card,666,9.79
credit_card,176.65,14.33
small_business,870.39,0.81
credit_card,158.86,15.02
all_other,614.94,16.57
all_other,106.56,19.84
all_other,99.41,23.67
all_other,111.21,15.8
debt_consolidation,554.32,9.87
debt_consolidation,720.42,19.85
credit_card,316.11,15.38
debt_consolidation,243.37,14.42
debt_consolidation,333,10.2
all_other,242.16,14.34
debt_consolidation,341.37,21.65
home_improvement,669.33,2.6
major_purchase,168.17,20.14
debt_consolidation,389.21,12.6
debt_consolidation,256.03,14.06
all_other,83.25,22.41
credit_card,832.5,22.44
all_other,124.88,6.02
all_other,324.49,11.44
small_business,755.69,5.72
debt_consolidation,173.23,14.69
small_business,843.78,7.01
debt_consolidation,485.27,15.13
debt_consolidation,417.49,20.14
all_other,116.55,18.18
credit_card,509.53,17.22
debt_consolidation,198.81,3.44
all_other,137.23,9.92
debt_consolidation,329.12,20.19
small_business,557.24,2.38
home_improvement,689.51,9.91
debt_consolidation,399.6,17.86
debt_consolidation,256.79,17.43
debt_consolidation,381.26,10.26
debt_consolidation,397.61,2.09
debt_consolidation,348.16,18.6
debt_consolidation,381.26,2.78
major_purchase,47.66,7.27
debt_consolidation,222.41,18.42
major_purchase,476.58,20.4
all_other,445.98,23.85
debt_consolidation,840.15,21.74
debt_consolidation,597.85,23.83
all_other,33.47,20.19
all_other,140.56,18.36
debt_consolidation,844.28,24.3
debt_consolidation,336.34,21.42
debt_consolidation,164.85,8.67
credit_card,249.72,15.2
credit_card,187.32,6.89
debt_consolidation,284.5,10.32
debt_consolidation,168.17,20.01
all_other,139.77,12.76
